,date,rating,title,review
410,Date of stay: December 2013,50,Arguably the Best Hotel in Hong Kong,"Had a quick weekend trip to HK and although the prices were at peak rates already, the Pen surely made up for it. We got a Deluxe Suite and it was very spacious - I like the walk in closet - something you don't usually get! Adivse: listen to the restaurant suggestions of the concierge. Everything that was recommended to me was excellent!"
411,Date of stay: December 2013,50,Amazing spa,"I didn't have the pleasure of staying at The Peninsula however I did make reservations for the spa. I would throughly recommend a visit to the spa. The staff are friendly, efficient and very attentive while the facilities are second to none.

The reception on floor seven has changing rooms which themselves are equipped with a hot jacuzzi and a cold plunge pool. There is also a small sauna and steam room, all of which is immaculately clean.

If you have also booked a spa treatment you can use the facilities on floor nine which include a large sauna with a window over looking Hong Kong harbour which is amazing. There is also a crystal steam room, relaxation room and an experience shower which needs to be seen to be believed. The facilities are separate for male and female guests.

The treatments are really good value but do book well in advance to be sure of getting the time slot you wish."
412,Date of stay: December 2013,50,Great memory for 85th Anniversary Celebration 2013.,"A magnificent palace ideally located at the heart of the most vibrant part of Hong Kong, the Peninsula Hotel is a unique place to stay at Hong Kong and feel that you are at noble hotel.

A place where in contemporary comfort and elegance meets the silence, sophistication and kindness of classic culture.

Embebed in the atmosphere of luxury that is the very soul of this establishment are the amazing services , the pool terrace the outstanding bars and the restaurant with new culinary concept .All of them combining style and contemporary chic with an impeccable service attentive but not intrusive that makes the experience of the hotel more than unforgettable, memorable.

Because beyond the elegance and glamour of The Peninsula what it is truly remarkable is the personalized care of the guest, the kindness and consideration, the attention to details .

Everything reflects a philosophy and a very special art of living .

A pleasure to repeat indeed. We will come back !!!!"
413,Date of stay: December 2013,50,the best in hong kong,"There are many excellent hotels in Hong Kong, but there is only one that has been at the top for almost a century. I have stayed here many times and each time the service is impeccable. Not only that, this hotel IS Hong Kong (although it is on the Kowloon side of the city), it has been part of its history for 85 years. The location is unbeatable, the views are unforgettable (you do need to pay the extra for the harbor view), and the atmosphere still has this little bit of colonial Britishness. The rooms have all been renovated and now have a modern look but very much in style with the hotel, instead of the somehwat dated classic look of before. The beds are huge and extremely comfortable. Lights, curtains and TV are all electric but very simple to use. And, a great extra: the phone in the room uses VIOP so all calls are free. The bathrooms are unchanged but they really didnt need any; they are still very large with deep tubs, separte showers and two sinks. The gym is expansive and well-equiped, there is a good swimming pool. Many restaurants, and a (admittedly very crowded) high tea on the main floor (a big tourist attraction clearly, so I would avoid that). On the 28th floor the bar with a great view designed by Philippe Stark, worth the visit. All in all, no doubt one of the classic luxury hotels in the world and one of the very best."
414,Date of stay: December 2013,40,Disappointed with the service.,"Beautiful hotel..I went to the peninsula for afternoon tea. It was extremely busy and we had not booked the lounge. Staff then suggested the verandah which was busy too. They refused to say what the wait may be. They then suggested we try the felix on the 28th floor which is apparently accessed by a different elevator. We had a 2 year old in a buggy and my 67 year old mother and we spent 20 minutes going back and forth to find the elevator we needed.
The felix has mind blowing views but again the service was very poor. Apparently, they can't do cheese sandwiches for vegetarians! Had to ask thrice for a refill of my cup of tea..."
415,Date of stay: November 2013,50,It's always a risk...,"Choosing a big established 5 star city hotel can seem like a safe choice, but so often they're trading on past glories. Too long since the last refurb, dated with the food offering, robotically institutionalised staff, the whiff of naffness seeping from every pore.

Not so at the Peninsula. I'd read about the Peninsula and its fleet of Rolls Royces since I was a kid. I didn't have any recent personal recommendations so I checked out Tripadvisor and it was still highly rated so I took the chance.

I loved that everything worked seamlessly. We were met at the door of the plane by a hotel representative and a buggy, not sure if that's standard. At first I felt this was unecessary (we are not invalids) but by the time we had driven what seemed like a mile through Hong Kong airport I really appreciated it. We were accompanied through customs and baggage reclaim and handed over to another representative who took us to our waiting green Rolls Royce.

Our arrival 30 minutes later at the hotel was followed by further handovers until we were comfortably in our room on the 27th floor overlooking the harbour. The extra cost for a harbour view is so worth it. The room very cleverly uses its approx 550 sq ft to give a separate dressing area, sleeping, sitting and writing areas, a small dining table and luxurious marble bathroom. The room looked newly fitted and appointed with the extreme precision of a luxury yacht. Modern lacquered wood furniture and fabric wall coverings all very high spec. Everything was controlled by electronic pads scattered around, even above the bath. They all worked and were straightforward to use.

Tea and coffee making facilities, free wifi and even free telephone calls if you press the Internet calls button on the phone. We didn't get to try any of the restaurants except for breakfast on the first floor which was exceptionally well laid on with a wide range of choices. Most city hotels in this league have an indoor pool but they're generally quite gloomy. Here they've given a double height space on the 7/8th floor with open glass the whole length of one side onto terraces overlooking the harbour. Clean classical design with white marble columns make this a very pleasant space to spend time in. The hotel is also well placed for dining at several good restaurants in One Peking Tower, shopping on Canton Road, and taking the Star Ferry across to Hong Kong Island. Extremely courteous staff ensured a very happy 3 nights here."
416,Date of stay: September 2013,50,Grand old place,"It has been updated recently and the rooms were extremely nice and large. We had a room overlooking the harbor and the view was beautiful. Service was good. The amenities were very good. International tv, wifi, good food. Free long distance, to anywhere, was wonderful."
417,Date of stay: November 2013,50,Simply the best in Hong Kong,"Only if you cannot afford, simply the best hotel in Hong Kong . No other hotel can compare. Wifi , shower, bed , pillow , air condition , tv, service , from roof to floor , nothing but the best. Easy to get around , close to MTR. All the best restaurant inside the hotel."
418,Date of stay: December 2012,50,Why not the best??,If your travels have you heading to Hong Kong for a stay why not stay at one of the best hotels in Hong Kong? I have stayed at this hotel numerous times and this is one hotel that I look forward to staying at. First of all they have THE best service....no questions about it. The doormen are dressed in white to welcome you to the lobby and the service doesn't stop!! Be sure to get a room that looks over the harbor and you will just be mesmerized by the view. Regarding the rooms...all I can say is a great night's sleep and NO WORRIES. You can safely walk from the hotel to any type of entertainment or food that can be found anywhere in Hong Kong. It is the best hotel that I have ever stayed at.
419,Date of stay: November 2013,50,Our favourite urban hotel in the world,"We were back after two years and had the pleasure of staying in their recently renovated rooms. There is something about the Peninsula Hong Kong that makes it very special, from the moment the impeccable white-dressed doorman welcomes you in the lobby. Service is really the best we have ever experienced (even by normally high Asian standards). The new rooms are fabulous with a very modern decor (and amazing technology) keeping an elegant hint of Asia. And swimming on the 8th floor overlooking HK island is priceless... Still our favourite urban hotel in the world."
420,Date of stay: October 2013,50,Most amazing of 13 five star hotels we stayed in SE Asia,"Hotel has everything except affordable restaurants. We were in 22nd floor harbour view and could not have been better. Great view, large room, every amenity to include 3 iPads for controlling all lights, tv, and curtains. Delighted with our stay. Nightly light show was great. Used great fitness room everyday. Pool was excellent. Great location for seeing Hong Kong. All the Rolls and fountain and pi k lighting for breast cancer awareness just makes it special. Plus free international calls with direct VoIP Wifi best of any hotel we have stayed. Amazing"
421,Date of stay: October 2013,50,Hong Kong Must visit attraction,"Whether you choose to stay at The Peninsula or not, it should be one of the places in Hong Kong to visit.

Despite being the oldest hotel in HK, this is its 85th year, you'd be forgiven for mistaking it for being the newest!

They have renovated all the rooms, with all mod cons imaginable. My standard sized room had no less than three cordless phones, which through VOIP, meant all calls including international, were FREE! Word of warnng though, remember to activate the VOIP system, otherwise you will be charged!

Aside from the cordless phones, there were also three tablets, which controlled the curtains, drapes, Air Con, the 3D TV, Blu-ray player, as well as enabling me to order room service as well!

As if that's not enough, there's also an HDTV in the bathroom!

The room is also equipped with a coffee maker, nail dryer, power charger, etc.

On a day that I wanted privacy, in order to contact me to do housekeeping, a note was discreetly put nder my door. OK nothing special.

But I was also sent a message via the tablet - fair enough.

What was most surprising was a fax was sent to me! Yes I had an all in one fax, printer, photocopier and scanner in my room!

What more can they provide? They even had 3D glasses and cordless headphones!

If you're into gadgets, definately check out (in!) The Peninsula!"
422,Date of stay: November 2013,40,An over rated icon. Worth a look,"Rolls Royce from airport, what's not to like?

Check-staff were like automatons: if you went off their pre-program they could not understand English . Lobby area is a massive restaurant with no soft furnishings or areas to relax. This hotel is a destination for Hong Kong residents, so they obviously discourage casual visitors but, in so doing, they have turned it into a mausoleum.

There is no joy in this hotel, from the staff or from the patrons, smiles are in short supply . It is simply a massive money-generating machine, and the prices throughout reflect this. The staff are clearly not empowered, to the point they seem fearful.

The room was outstanding; possibly the most technologically functional room we have seen. iPad devices control lights, climate, curtains, audio/tv,access all hotel facilities, messaging, weather info etc! The room has concealed espresso machine, fax, nail drier, drop down mirrors, portable phones with VoIP . Huge bed and double basin bathroom with bath and separate shower. A/c was one of the most effective ever. 8 or 9 restaurants of various genres, plus a cocktail bar. Apart from the spa/pool,
there is nowhere to relax in the hotel during the day except your room.

It is a functional business hotel with an iconic status. Standards are high but I would not suggest staying here more than 2 nights: it is hardly a home from home!

Truly a hotel of contrasts that will suit some people but not others. Glad we went but won't be returning."
423,Date of stay: June 2013,50,"Expensive, but worth it!","I love The Peninsula Hong Kong! Aside from the fact that it's rooms are some of the most luxurious that I have ever stayed in and the service is top notch, I love having tea at the hotel. Even on business trips when I have been staying at other hotels, I have always made it a point to have tea at The Peninsula. There's no better place in Hong Kong that I have discovered. I also love the location of the hotel. I usually stay on the Hong Kong-side for business, so when traveling for leisure, I enjoy staying in Kowloon. The proximity to IFC, the various markets and some of the best restaurants in the city makes staying at The Peninsula an easy choice."
424,Date of stay: November 2013,50,A Room with a View...and Everything Else,"A minute from the Promenade on Kowloon's waterfront is the 1928 vintage Peninsula hotel. Just the sight of this building will tell you it has history (World War 2 especially, oh and a scene from the Dark Knight was filmed here) and the Rolls Royce Phantoms in front tells you that your wallet may not be happy with you...until you see the views of the harbor from your window.

Ordinarily, i'd dock points in a review based on price - after all, price does matter. I can't do that here. When you set foot in your room, you will see where the money went. The Peninsula Hotel redesigned itself to be a unique mix of old world style and modern technology.

Everything in your room runs through a table computer - temperature, curtains, lights, even the room service menu. The controls are simple and intuitive, making for easy acclimation and understanding of how to get the most out of your room. VOIP phones are included, allowing for easy (and free) international calls. Needless to say, the folks at home are also fans of this feature.

The furniture is comfortable and stylish in a very professional manner without being intrusive or ostentatious (cough cough, i'm talking about you - Burj al Arab). The minibar is in a cabinet below the television with a second minibar in the bedroom furniture if you are in a suite. The electric/broadband outlets pop out of the table at the push of a button, as does the vanity mirror in the bedroom. Your desk comes fully stocked with a printer/fax/scanner and a full assortment of office supplies. (not just stationary but that stapler that is frequently needed but never around)

The bathroom is a marble marvel, with a television and speakers in view of the bathtub.

Service was excellent with a representative from guest relations conducting check in at your room to explain the features and answer questions. Upon entering the room, I was greeted by a complimentary fruit basket and jar of chocolates from their boutique (more on that later). An hour later, room service showed up with a slice of cake as i'd had a birthday the day prior. That is the kind of service that brings repeat customers.

The hotel has several restaurants with varying styles of cuisine and dress codes. The hotel also has a three floor arcade with a number of high end shops with price points matching that of the hotel.

For tourism, the location couldn't be better - you're right next to Nathan Road with all of the shopping within a few minutes walk. (more importantly: Outback Steakhouse is just across the street)

Overall, you're going to pay for this hotel but you will get what you pay for."
425,Date of stay: November 2013,40,The Peninsula Experience!,"It's a bit of a legend isn't it, so everyone's heard of it, so half of Osaka and Shanghai is queueing up for tea. Although impeccably luxurious and old enough to ooze old money class, the new money is patiently waiting their turn in the beautiful lobby for a £26.44 cup of tea and cakes because it's in all the guide books, it's spoilt it really, but that's tourism for you.

A suggestion, walk past the madding crowd, up the stairs opposite the front door, turn left and get served instantly in the civilised atmosphere of the lovely Bar. Heaven!"
426,Date of stay: October 2013,50,expensive but worth the stay,"i stayed in ‘pen” as this hotel is affectionally called by the locals ,

Upon arrival, an airport concierge greeted me and escorted directly from the air bridge to immigration by a buggy and After clearing immigration, a porter assisted with the luggage and straight to their legendary rolls royce limousines.

check in was very slow as only 2 guys were checking in and many guests waiting to be check out….since the time was 12.00pm and since my rooms was not ready i was told to wait.
i got the room at around 2.00 pm , the room was nice and clean ,
since i had to rush to the meeting dint have any chance to eat in any restaurant but had breakfast in the morning which had a huge spread ,
my check out was smooth ,
this hotel is expansive but worth the stay ."
427,Date of stay: July 2013,50,Luxury worth the price,"You need to get over the sticker shock, but then again, every decent hotel in Hong Kong is now very expensive. The good news is that the hotel delivers value, if that is the right word, worthy of the nose-bleed price tag. The hotel has a very much of an old-Hong Kong luxury feel, and yet the rooms are all updated for the best of modern amenities. The hotel is truly an oasis from the hustle and bustle of the rest of the city. Of course, one of the best things the Peninsula is the level of service. No question or request is too small. From the moment of check in until the moment they hail a taxi for your departure, the staff goes out of its way to make you feel special. I generally prefer to stay on the island side of Hong Kong, but I will make an exception for the Peninsula...especially when somebody else is paying for it."
428,Date of stay: October 2013,50,Magnificent Hotel,"Staying at the Peninsula has been an experience second to none. We spent four wonderful nights in quiet luxury overlooking Hong Kong Island,with night lights superb.The rooms have been totally refurbished and now have state of the art i-pad controlled functionality while the Hotel retains it original glory. High tea is still a treat,although it is quite overcrowded.Would suggest they separate and offer preference to residents."
429,Date of stay: November 2013,50,Fantastic Hotel,"We stayed here for one night on a weekend away. We had very high expectations and I must say they were met and surpassed. Amazing staff, rooms, service and atmosphere. The Spa is fantastic and the meal we had at Felix was great. I only wish we had more time."
430,Date of stay: March 2013,50,Best of the Best,"If your looking for an iconic Hong Kong Hotel with old world luxury you cant go past this place. It is excellent and I could not say a bad word against the Peninsula. The service is exceptional as is the location, rooms and history of the place - This is hands down HK's best Hotel and probably my favourite worldwide."
431,Date of stay: September 2013,50,Outstanding Hotel. Faultless service.,"I cannot praise this hotel highly enough. The service was the best I have ever experienced anywhere and that includes the Ritz in London and Paris. If you want a document printed such as your boarding pass you can just email reception and everything will be printed and waiting for you or delivered to your room instantly. Rooms are equippped with three ipads that control the lighting, curtains, TV, video library, room service, door privacy etc. Dressing tables with well lit mirrors have drawers with decent hairdryers that plug in in the drawer so no need to hunt for a plug mirror combination that works! Toiletries are plentiful and of quality, the stationery provided includes staplers and post it notes, a printer and fax! Free international calls, yes free International calls were a welcome suprise, good free internet connectivity. Superb rooftop cocktail bar with interesting well served cocktails. We paid for and enjoyed the Rolls Royce Phantom airport transfers - they meet and greet you off the plane, at the airbridge and then escort you through passport control, through to baggage and then to the car, which also had wi fi! Breakfast was served... what a delight. No going back and forth to the buffet, and the tea was outstanding. Bone china cups. Expensive, of course, but worth every penny."
432,Date of stay: November 2012,50,"Hong Kong, The Peninsula Hotel","Absolutely Lovely Hotel. Stars and decadence. The first thing you notice are all of the roll-royces parked in the front with gentlemen feather dusting each one. Upon entering the lobby is filled with shadows of the outside world thru the towering glass. Impeccable service, food, room, etc. I'm not sure if each room has this be we had our own butler who answered our every need and question within seconds. Absolutely one of the best hotels I have ever stayed in. Fabulous!"
433,Date of stay: October 2013,50,I would live here if I could afford it !,"Just back from 10 days at The Peninsula. What GREAT service and wonderful food. We tried all the restaurants but the Gaddis, only because everyone but myself wanted Asian food. The buffets in The Verandah are just magical. We had meals from breakfast to dinner there and each meal was delicious and beautifully presented. Drinks or meals in The Lobby are great for people watching.

I think the room service might have been just a touch over the top. Not to say there was anything wrong with it all, quite the opposite. But one can be a bit too pampered.

The rooms are a gadgets lovers paradise, there is a touch screen for everything. The fresh fruit plate everyday and the nespresso machine were nice touches. There is no need to take any adapters it is all provided, as well as office equipment.

The beds are very comfortable the only complaint I had were the pillows, which were way too soft for my liking. Also, you can not just have a sheet over you since they only have doonas on the beds. I suppose I could have asked to have the inside part taken out. Our room on the 21st floor was totally quiet except for a ding from the elevators from time to time.

The bathrooms are to die for. But, I can't understand why someone would want to sit in the tub and watch tv when they are in a city like Hong Kong. There are two different types of robes, Oscar de la Renta toiletries, and huge towels. His and hers sinks as well as a separate shower.

It is probably the best of the five star hotels we have stayed at over the years and would not hesitate to return. My only regret is that I never went up to check out the pool area, which our friends said was fantastic."
434,Date of stay: October 2013,50,Another Wonderful Stay,"Just returned from a short family visit of just two nights. The staff, as always, remembers that we are return guests. Although housekeeping service was delayed a bit on our arrival, which was at 9 pm, the staff graciously apologized and offered tea in the lobby. Housekeeping was again late in cleaning at 5 pm the following day, but quickly came and tidied up. The hotel was very, very busy so this was understandable.
Love the location, the staff and the friendly and not pretentious service."
435,Date of stay: October 2013,50,True luxury and perfect service in Hong Kong's most iconic hotel,"We got married at the Peninsula hotel in Hong Kong in October 2013. The hotel not only met our expectations but exceeded all of them. The service was exceptional and even though this was wedding season in Hong Kong with numerous weddings happening over the weekend, we were made to feel like celebrities by the hotel staff. No request was too much. The suite we stayed in was beautiful and had a glorious view of the harbour. I like a taste of luxury from time to time as a rare treat but the experience was do fantastic I look forward to returning here for another stay in the near future."
436,Date of stay: May 2013,50,Brilliant! get the Rolls Royce transfer,"This was fantastic! off the plane, collected at the gate whisked through, our bags collected for us and transferred by Rolls to the hotel. In room check in with tea and fruit served. Beautiful rooms, fantastically appointed. A beautiful old world hotel full of charm. Watching the line for the high tea in the afternoon is entertainment in itself. A wonderful hotel in a class of its own. I would come back to Hong Kong just to stay here again!"
437,Date of stay: January 2013,50,"Graciously, still there",The Peninsula is a benchmark as well for the hotel industry as for the high end travelers. A must for everybody who wants to experience the true and genuine hospitality. This historical landmark of Hong Kong will give not only the perfect stay but will make part of the history of this amazing city.
438,Date of stay: August 2013,50,Exceptional Class in Hong Kong,"The Peninsula Hong Kong is without exception one of the truly best hotels in the world. The rooms have every technological amenity one could want and are designed with excellent materials and sophisticated color palettes. The Spa is truly remarkable! When one arrives at the pool you can't help but be taken aback by the size, design, and windows looking over Victoria Harbor. Make sure to enjoy an afternoon meal or snack by the pool. The service at the hotel is world class and they bend over backwards to help make your experience memorable. For example, I told my daughter I would bring her a Peninsula Tea Set but when I went down to the Peninsula boutique they informed me that they were sold out. I did not want to disappoint my daughter so I had a conversation with the concierge and hotel manager. Within a few hours they delivered a brand new tea set to my room--apparently house keeping keeps extras in case guests break them in the hotel. Finally, while it is touristy to have afternoon tea in the formal entry room, we had a great experience! Overall, the Peninsula Hong Kong is remarkable and was tied for our favorite hotel in China--along with Amanfayun."
439,Date of stay: October 2013,50,Experience,"Outstanding service. Great restaurants, Gaddis, Felix, Spring Moon, try the Peking Duck, mmm.
The Rolls Royce transfers were simply perfect. Must be one of the worlds greatest hotel.
The situation on Kowloon is perfect. Right next to the famous Star Ferry.
Last time we stayed on Hong Kong island but Kowloon is where it's at."
440,Date of stay: September 2013,10,"Grand Old Hotel, but Got Sick at Restaurant","The Peninsula is a grand old hotel, recently remodeled, on the channel between Kowloon and Hong Kong island. The laser light show at 8PM is worth seeing, so select a room overlooking the channel. The room was very nice. We ate in the lobby dining room one evening, and the meal was very good, with one exception. Both of us became ill with the typical symptoms of bad food later in the evening. The hotel staff seemed unconcerned, when we point out our bad experience."
441,Date of stay: July 2013,50,Fantastic stay and wonderful views of Hong Kong Island,"The service and food was excellent as were the recently rennovated rooms which are sleek and modern. The swimming pool and spa area is wonderful - a great place to relax. Personally i think Kowloon is the best place to stay as you have the great views back over to Hong Kong island. The hotel is in a great location so easy to walk to the boats, restuarants and many shops.

Would highly reccomend this hotel!!"
442,Date of stay: September 2013,50,Not quite the same but still excellent,"This was our second visit to the Peninsula. The rooms have been updated since our last visit and it takes a bit of time to get accustomed to all the bells and whistles. While, fortunately, the marble bathrooms remain the same, the hi-tech upgrades and sleek furnishings have sucked all the charm out of the rooms. But, I will admit the nifty nespresso machine is killer!

We again chose a deluxe harbour view room and thoroughly enjoyed watching the activity in the harbour both day and night. The service remains impeccable with a lot of considerate little extras, such as tea delivered to our room after check-in, and daily fruit basket. We enjoyed breakfast at the Verandah each morning and the selection and quality of the food was excellent. We also ate at Felix (a return visit) and thoroughly enjoyed our meal. In an aside, the mens' bathroom has been remodeled; my husband asked one of the hosts about the change and the host had no idea what he was talking about.

All in all we enjoyed our 4 night stay and will return, once again to the Peninsula on our next trip to Hong Kong."
443,Date of stay: September 2013,50,All the money is the view,"we had the room 2009 and we saw a different Hong Kong. !!
The hotel is simply superb. the rooms are hi-tech and everything works with remote control
breakfast qite satisfactory and internet available either cable or wirless.
recommended."
444,Date of stay: November 2012,50,Number 1 in THE world,Will always be THE number 1 hotel in THE world in all aspects! Arriving from the airport and coming here is a dream ! Beautiful hotel with helipad on top! Rooms are spacious and marvelous ! Bar and stark restaurant are deffinately to recommend ! Thank you
445,Date of stay: June 2013,50,One of THE great hotels to stay,"From being welcomed off my flight, escorted through the airport bypassing the immigration queues to my waiting rolls Royce, to being greeted at the hotel door by my host David it was one of my great experiences.

The opulence of my suite and the general decor of the hotel makes it a hotel which needs to be stayed at at least once.

Breakfast with the Classic English tea service reminded me of years gone by.

The high tea with a string quartet was a highlight before getting back into the roller to go back to the airport.

A must for everyone at least once."
446,Date of stay: October 2012,50,Top quality and a galaxy of many color lights,"- Location: Very good. It is a once in a lifetime experience.
- Floor: 28th!
- View: Amazing night harbor view. It seems like a wall poster with a galaxy of many color lights.
- Level of food: high.
It is a unique experience to eat at Felix restaurant. I ate American Beef tartar with Mustard Mayonnaise and delicious Felix salad. The presentation was top notch.
- Service: excellent on all levels. The staff are all proud to be there.
- Decoration: high class

If ever you have the opportunity to eat at this great restaurant do it."
447,Date of stay: December 2012,50,"Simply ""The Best""","There is no better! This hotel comes no 1 I'm most best hotels in the world and it's easy to see why
From the amazing fountain and huge glass doors that are wafted open as you arrive to the sumptuous rooms and stunning decor there is no better - a bucket list hotel!
Afternoon high tea is a must in the foyer and must be booked well in advance!
Felix the restaurant on the top floor is my favourite restaurant in the world
Just do it you won't regret it!"
448,Date of stay: August 2013,40,Seven Days,"Decided to spend a week in Hong Kong and, following glowing TripAdvisor reviews, booked two rooms - one for my teenage children and the other for my wife and I.
We also choose the hotel's airport chauffeur option, which I would thoroughly recommend after a long flight. Being met at the gate and driven in a buggy by a guide through immigration, to your bags and straight to your waiting car is well worth the investment. The airport itself is massive so be prepared to walk up to a mile if you do not choose this option. It's also situated 45 minutes from the Peninsula.
We arrived early evening and had no delay in getting to our rooms. Welcome not as warm as we would expect - too formal and frosty.
Rooms were exceptional. We were placed in the tower on a high floor - great views.
Fantastic beds, furniture and lighting. Bathrooms absolutely brilliant.
There is a central entertainment control system based on a portable tablet design to help manage everything from anywhere in the room. Very problematic. You have to tap functions three or four times to work and the screen crashes frequently. If you do decide to use - be patient, especially if you have an iPad or a similar bit of kit. Changing channels etc is VERY frustrating.
Otherwise, everything else in our both our rooms was superb.
Lifts throughout the hotel are fast. Recommend you take time to discover all of the nooks throughout the hotels. There's plenty of high-end shops, restaurants and bars.
Breakfast on the first floor offer a excellent range of foods to cater for most tastes. Quite formal buffet - but there is a fault here. The staff are very intrusive. Clearing plates off your table under your nose and literally a second after you have finished. Several times I was STILL eating and the table was cleared. They fold your napkin for you when you leave the table for a juice or more food at the buffet. My advice is to stand well back for diners to relax, enjoy the surroundings and chill with the family. Especially in the morning.
We decided to take only 4 breakfasts out of 7 mornings because of this.
Hotel lobby is beautiful and busy with guests. There is a tea service in the afternoon that makes it extremely busy where non-residents are invited to 'Take tea at the Peninsula'. Try and stay well clear during 3-5pm as there are queues in the lobby, which make it difficult for you to walk in a straight line. It's noisy and we were barged three times.
Otherwise, you will find the door staff and the attendants in the front very hospitable and friendly. We stayed during refurbishments to the front of the hotel and experienced a number of near-misses for pedestrians outside as it was busy with cars and taxi's.
So watch yourself and young ones.
Didn't come across any management during our stay so cannot comment.
Hotel Spa is very relaxing and professional. Pool staff very friendly and helpful.
Enjoyed our 7 days in Hong Kong and the position of the hotel in Kowloon is great. Easy access to the metro, Star Ferry and Hong Kong island.
Lovely local people."
449,Date of stay: April 2013,40,Interesting,"We had a good stay here, particularly enjoyed the views and food, plus the service levels are what you would expect from this chain, we liked the chinese restaurant the best, particularly the crab and sweet corn soup"
450,Date of stay: October 2012,50,"""Without doubt, the finest Hotel in the world""","Having stayed at this Hotel, Man and Boy, over 100 times, I think I am qualified to rate this Hotel as the finest in the World. My Father first stayed here in 1958 and was a regular for many years and well known there too, to the Khadouri family as well as the then General Manager Felix Bieger, where the great Roof Top restaurant ""Felix"" takes it's name.

From the moment you arrive in Hong Kong and are collected by one of their famous British Racing Green Rolls Royce's, to the greeting of the front desk, to the wonderful orchestral teas in the lobby and to the wonderful meals at Gaddi's, Chesa and Felix, you are always welcomed by lovely friendly faces in crisp white uniforms.

As would be expected, over the years, staff have changed, but, I will never, ever forget the famous experience I had, when the Hotel was closed for further development and I was staying for once, elsewhere. I had to visit the Lobby, which was still open. As I walked through those lovely marble floors, I saw a young Concierge chasing after me calling my name. He handed me an envelope, ""this is your birthday card sir, it will save us posting it to England"", absolutely true!

Hundreds of 5 star Hotels have opened in the past 30 years and I haven't visited many of them, but without qualification I can say, this was and is the best in the World as it is old world quality and charm. Sadly, we have seen the likes of the Dorchester, Connaught and Savoy all change hands and in doing so have lost a little of that, but the great Peninsula just goes on and on as it's quality and service is inbred and will stay that way as long as the family remain owners.

Thank you Peninsula for being there for my Family."
451,Date of stay: August 2013,50,Wonderful stay,"We were a little ambivalent about staying at the Peninsula - we like staying at iconic hotels but sometimes (like the Plaza in New York) the reputation doesn't match the experience. On the whole we prefer boutique hotels (e.g. Fours Seasons in Sultanhmet) but in this case the Peninsula really exceeded our expectations. The staff were wonderful - we really enjoyed talking to Andrea at reception and the Maitre d at the Spring Moon. Afternoon tea was an experience (although nothing can match the Ritz in London!). Loved the Spring Moon and although breakfast is not really a meal we have very often we did eat at the Verandah twice - pastries melted in the mouth and who can resist steamed buns and dumplings for breakfast.

We had a suite and I was in raptures over how much thought has gone into placing of amenities - there were even two full length mirrors that can be swiveled to give a good back view - just little things that most hotels don't even think about. The suites with Harbour view are definitely worth it.

We had come over by ferry from Macau and had the Rolls Royce pick up and then return to the airport - well worth it for a very smooth transfer.

We tend to go to Europe via Singapore (and now Dubai with the Qantas changes), but we intend changing to some trips via Hong Kong just so we can stay at this beautiful hotel again.

One tip - if you like chocolates, explore the lower floor of the shopping arcade - the Peninsula has a chocolate shop with very nice truffles."
452,Date of stay: November 2012,50,What an experience,"This hotel is full of history and stories. Just one night there is a memorable and exotic experience. We had our own butler and movies in the bath and an amazing view of Hong Kong. The concierge helped us with our daily itineraries and made sure we were booked in for High Tea. The High Tea is famous and though pricey it is wonderful. We spent a lot of time in the hotel just enjoying the facilities that we had paid a lot for. This is really expensive so we only went for the experience but it was worth it.
So many attractions were within walking distance and the views were amazing all around there. I would recommend it to honeymooners or people celebrating with their spouse. Not really a place for kids."
453,Date of stay: June 2013,50,Sets the Standard for Excellent Service,"The Peninsula offers a perfect location, great food, historic ambiance and a modern luxurious room. But it is the very high level service provided by the entire staff that makes it stand out.
The outstanding service began with our ride in the Rolls Royce to the hotel. After 14 hours in coach to be met at the gate with a shuttle to take us to customs was such a treat. We were taken to a customs area with no line, something I have not experienced in Hong Kong before. Plus, of course the car was outrageous!
We were shown to our room to check-in by a woman from the front desk who provided a sincerely friendly and efficient welcome. She confirmed our dining reservation and arranged for a car back to the airport. The personal follow up note was charming. The hand made chocolates were a nice touch too.
Dinner at Spring Moon was of very high caliber. They do an amazing Peking Duck service. Good wine list and although pricey, it is worth it, especially if you are exhausted after a long flight.
The pool is beautiful--indoors, with an outstanding view. The pool service was quick and friendly.
We enjoyed our room service dim sum breakfast. They were prompt and friendly. The food was of very high caliber.
Our room was the Grand Harbor Deluxe. Two adults and a teenager fit in fine. The view was lovely--we did not want to leave the room. The bed was heavenly and the i-pad controls very efficient and fun to use.
Hong Kong has many high caliber hotels to choose from. I have stayed at the Ritz Carlton, Four Seasons and the Grand Hyatt. For a vacation stay, if you wanted to splurge, this would be my first choice. The Ritz Carlton may have more of a jaw dropping view but the Peninsula's service is consistently better, has a much better location for sight seeing and offers better dining choices. Comparing this hotel with the Four Seasons, it is a close race. Where the Four Seasons is ultra slick and clean and probably the best choice for business, the Peninsula is luxurious but a bit comfortable for the leisure traveler."
