,date,rating,title,review
702,Date of stay: October 2016,40,Called in for a drink at this hotel,"We had been out for a large part of the day and decided to stop off at the Peninsula for a drink and to have a look at this amazing hotel. It didn't seem to matter that we were very hot and sweaty - happy to seat us and serve us a drink. Ridiculously priced drinks, but we sat and enjoyed the cool, beautiful surroundings and watched the 'beautiful people' walk by!
Worth a look - maybe not a drink!"
703,Date of stay: November 2016,50,Dated experience but great staff save this place.,"Like other reviews, I found this place to be the epitome of luxury and grandeur but the staff were a bit stand-offish for my taste to the point where they seemed aloof. For that reason I was going t give this place 4/5 except for one member of staff who was simply fantastic. Her name was Jasmin who is one of the concierges I believe - she knew absolutely everything without having to double check and found me a great Cantonese restaurant which was a bit off the beaten track - exactly what I was after. Always had a smile and really turned the whole experience around for me. 5/5 because of her. If she doesn't remember me then its because she must always be that good!"
704,Date of stay: November 2016,20,Sexist and Ageist,"Do not stay here if you're a single woman who looks under 35. I have never been treated with so much disrespect at any hotel, let alone a luxury hotel. My girlfriend and I chose this hotel because we have both had wonderful experiences at other Peninsula hotels. We thought this one would surpass the others, but it failed to deliver a five star experience in every regard.

The room, food, and service were all unimpressive. We had tea and asked to have the pastries we did not finish packed in a box, and they never bothered to do so. All the small details that distinguish a luxury property from a mid-range hotel were neglected. However, this would be a 4 star review had I not been commanded to move out of the way by one of the bellhops.

The first time I asked for a taxi, I was told to walk a few blocks down because it would be easier to catch one there. That's bad enough, but the second time I asked for a taxi, I was told to wait in the queue for guests of the hotel. I was waiting there when a bellhop ordered me to move so that the couple behind me who were staying at the hotel could get a taxi. I told him I had been waiting and should have the next one. He demanded to see my room key to prove I was staying at the hotel. He did not apologize when I produced it, but at least I caught the next taxi.

This would be a one star review if management did nothing to address the situation. However, they barely did anything to make up for everything that went wrong, and I know plenty of older men who have been taken seriously when they brought their concerns to management, so I know they could have done much more."
705,Date of stay: December 2016,40,Luxurious but not welcoming,"This is _the_ luxury hotel in HK, so I was really looking forward to my stay there. It's super luxurious, great location, and the staff are very friendly, but the overall feel is quite cold and unwelcoming. The rooms are almost sterile (I stayed in the old wing), and all the electronic gizmos were annoying. But my main critique is that there is no place to sit in any of the (gorgeous) public spaces. You come in from a hard day of shopping, and there's no couch or chair to sit down, catch your breath, wait for a friend, consult your guide book, or merely people watch. If you don't want to buy a drink in the lobby bar, all you can do is go straight to your room.

Compare to the Sofitel Metropole in Hanoi, where I also stayed on this trip. All the public spaces have friendly couches so that, as a guest, you feel like you _belong_ there. There's turndown service at night, with a macaron treat on your pillow. It really feels like a ""home away from home,"" which the Pen most definitely does not."
706,Date of stay: December 2016,50,The top hotel in all aspects,"Top service, facilities and atmosphere.

We had a suite in the old building and everything was as classy as you'd ever want. Champagne and fruit basket in your suite.

View looking at the planetarium and harbour beyond. Nothing else to ask for."
707,Date of stay: December 2016,50,Faultless luxury as you'd expect from the Pen,"This was the first hotel we stayed in on a trip to Australia and what a way to start the holiday!
Our room was a courtyard view which was fine as we could see some of the harbour and HK island plus the courtyard was decked out with 'floating stars' for Christmas.
The room was spacious and comfortable with a separate lobby area leading off to an equally spacious bathroom and separate toilet.
Only had breakfast one day which was fantastic, small things like the waiters folding your napkin when you return from the buffet set this hotel apart.
Overall a great experience, and being away from the UK for the Christmas period it was nice to smell the fresh pine from the giant Christmas tree in reception!"
708,Date of stay: December 2016,50,Style all the way,"It has been a dream to stay at the Peninsula in Hong Kong and it lived up to all expectations. The room was beautifully appointed, the bed comfortable, the food amazing. The breakfast was the best hotel breakfast I've ever had. The high tea was delicious and full of old world charm.

From the moment we arrived to when we left- Hazel from the front desk, made sure everything was taken care of. She is a huge asset to the hotel. I can't wait for the next visit!"
709,Date of stay: December 2016,50,Fantastic hotel and service,"This was our first stop of our Indochina trip and our first time to Hong Kong. We were aware of The Peninsula's excellent reputation and it certainly lived up to its reputation during our three night stay. It is opulent without being over the top and truely luxurious. We stayed in a Deluxe Room with a harbour view, room 2410, so on the 24th level of the 27 allocated to bedrooms. The view over to Hong Kong island was absolutely breathtaking especially at night when the place lights up.
A fantastic hotel with fantastic friendly service."
710,Date of stay: November 2016,50,Our favorite hotel in the world so far (seriously!),"We stayed here two nights and loved every minute of it. We booked through their website promotion and got upgraded to one of the larger city-view rooms on the 25th floor. We loved our room - very spacious, quiet and comfortable with every amenity you could ask for. Comfortable bed and pillows, great wifi and TV/free movies, fantastic huge marble bathroom (awesome water pressure!) with luxurious toiletries (we found an online listicle after we returned that praised the Peninsula as having one of the ""Top Ten Hotel Toiletries in the World"" - silly, but no lie!).

Everything from the room temperature to curtains can be controlled with the bedside iPad - we can't wait until more hotels follow suit. Right after you get settled in, your personal room attendant stops by with a pot of hot jasmine tea and gives you an overview of the room controls so you aren't left to your own device (so to speak).

We stayed here at the end of a long business trip with a lot of running around/travel/restaurants. We actually loved our room so much we ordered room service for both evenings and enjoyed every minute of it!

Staff were lovely and professional. We arrived early in the morning knowing we would be unable to check in, but they took our bags for us and, after a call early in the afternoon to tell us our room was ready, we stopped by to pick up our keys and our bags were already waiting for us in our room. Throughout our entire stay, the attention to detail by staff to meet our needs was beyond what we have experienced before. The Peninsula's service model should be a example to all hotels.

Morning buffet in the restaurant was fantastic and not to be missed. We did have a late a la carte breakfast in the lobby upon initially arriving, which allowed some awesome people-watching, but our food selections (Eggs Benedict and crepes) were so-so.

The gym was very well-appointed and had great views looking out over the water.

The hotel is located right next to the MRT station, and it is also super easy to get a taxi.

The only negatives (bear in mind we are setting the bar very high for this one!): wine is very expensive for the kind offered, and the wine in the minibar was priced stupid-expensive even by luxury hotel minibar standards. We ended up stopping at two places nearby (a grocery store a few blocks down Nathan and a wine shop at the iSquare a block away) and buying wine, and then requesting a bucket of ice with our room service meal. The lovely fruit plate in our room was a bit of a fail because most of the fruit was under ripe and meant apparently for decorative purposes only. In the afternoon, the lobby is busy busy busy with people having tea or standing in a long line waiting to be seated for tea, so it belies the tranquil mood of the rest of the hotel, and there's no seating anywhere if you want to hang out in the lobby - it's all full of tables.

We would unhesitatingly recommend the Peninsula to anyone wanting a luxury hotel experience in Hong Kong, and we will surely stay again on our next trip!"
711,Date of stay: January 2016,50,High Tea - A must!!,"While the Peninsula is consistently rated one of the best and has been since long before I lived in Hong Kong, visiting for High Tea is a true ""Imperial"" throwback. The service is impeccable, the setting quasi Victorian and the feel is worth the price. One can imagine while sipping their Earl Grey how Hong Kong was 150 years ago. Perhaps only a snapshot in time, but a memory one will carry forever."
712,Date of stay: December 2016,50,Amazing Hotel,"The hotel is luxury with amazing services. Room facilities are so excellent , with the iPad in every corner for you to put request for more water, ice and etc. Bed is so comfortable and clean.Location is great, centre of everything--Sogo is just opposite the hotel and walking distance for many restaurants and shopping centre."
713,Date of stay: November 2016,50,Amazing hotel!!,"This hotel is nothing short of amazing. My husband and I stayed here for our honeymoon and it really exceeded expectations. The staff are fantastic, the room was great, the pool is amazing, breakfast was excellent….really 10/10 with nothing bad to say about this hotel. It really was worth the money. We also got a lovely bottle of champagne, macaroons and chocolates for our honeymoon, what a lovely start to our trip!"
714,Date of stay: December 2016,30,"I wanted to love it, but it was just ok","I had heard so many amazing things about this historic hotel. The lobby felt like Las Vegas- which I hate... The front desk assigned me a smoking room.. which I also hate.
The room itself was fine, large enough, but felt a bit like a cruise ship.. The breakfast buffet felt cheap and cold. The one amazing service was the gym/spa- large, clean and with a beautiful view."
715,Date of stay: October 2016,50,High luxury,"The Peninsular is THE luxury hotel in Hong Kong. The service was efficient and helpful, without being over bearing. The rooms facilities are excellent, fully automated via iPad. The location is good, within walking distance of the river and shopping. Easy ferry service to the island within 10 min walking. Restaurants in the hotel are very good, although a little expensive, the quality was as you would expect from a first class hotel. The swimming pool is worth a visit just for the stunning view, it was never busy. The hotel does get busy for afternoon tea, so if you want one, you need to book - weekends are very busy with queuing throughout the afternoon."
716,Date of stay: January 2016,50,Highest of Teas,"What a unique experience to have High Tea in one of the most luxurious hotels in the world.
I would highly recommend you spoil yourself in this gorgeous grand hotel with the Classic Peninsula Tea plate for two.
Have a champers while you're at it too."
717,Date of stay: November 2016,50,First class all the way - they even have a nail dryer in the room!!!,"A truly memorable experience indeed. After checking in, a guest officer led us to our room and gave us a bit of ""tour"" of the room and guided us on how to use the high tech panels. Each room, i.e. the bathroom, the toilet, the bedroom, etc. have their own control panel to adjust the temperature, the volume of the music or to dim or brighten the lights. There was even a sink in the separate toilet room and a TV was mounted on the wall if we should decide to take a bath! The high ceiling with the lacquered furniture was a winning combination. The location was unsurpassed and I would stay here again in a heartbeat!"
718,Date of stay: December 2016,50,Beyond expectation!!!,"I recommend everyone to try the limosine package via hotel website promotion. It was a very impressing experience. The hotel staffs respond to every request in a blink .And everyone was a pro!! Thankyou nancy at the reception who made my mom so happy by her cheerful smile and upgrade. She address us by our name and when we lost our key, she said one minute!! And she did it faster than I could finish my sentence with my mom. Love you."
719,Date of stay: December 2016,40,A place full of history but could use a renovation,The hotel and staff is very lovely. The pool was amazing! Especially in the morning when no one is around. Taking a morning swim was amazing. But the place could seriously use a renovation! It's a bit oldish... and some of the rooms smell white a bit.
720,Date of stay: November 2016,50,"The perfect pick for service, location, amentities and staff!","The perfect pick of a hotel to start off a 2 week trip to Thailand. The Peninsula Hong Kong set the bar high. To begin with, communication pre arrival with hotel was immediate. We arranged for a Mercedes (much less expensive than Rolls) to pick us up as this service also included the meet and greet at the gate when we deplaned. I must commend the hotel for taking good care of me. While flying, the crew from Cathay was concerned that I had a possible DVT so they wired my hotel in-flight to let them know that I needed to be seen immediately upon arrival. When we arrived we were whisked through immigration, baggage, etc to a waiting car. On arrival to the Peninsula we were brought up to our room and checked in. Not even 5 minutes later a nurse arrived to check my leg. It was recommended that I go to the hospital to check further, so hotel staff accompanied us to Hospital ER department and facilitated check in and paperwork to expedite being seen. We were so impressed and more importantly grateful for all of the attention that we received to insure my good health.
As others have said, hotel rooms are well designed. As others have said, hotel is high tech; most importantly though is that all controls are intuitive so one does not need to read a manual to open the blinds or shut a light. That’s what is so impressive. US and USB Outlet/charging stations are plentiful so no need to bring convertor plugs. We never had tea as it seemed too much of a quiet commotion with all of the outsiders waiting on line. The only thing missing in the hotel for me was a place to meet our friends in the lobby to relax without eating or drinking. All in all, a wonderful hotel with a most caring staff to match! Thanks to the staff for the great care that I received."
721,Date of stay: December 2016,50,Best hotel stay I've ever had,"I must say this is the best hotel experience that I have ever had and I have tried many different hotels worldwide, but this has been the greatest experience. Every detail thought of and the attentiveness of staff is on another level. The luxuriousness of the rooms is amazing. I would definitely recommend the Rolls Royce hotel transfer as well"
722,Date of stay: November 2016,30,ATERNOON TEA AT THE PENINSULA HOTEL.,"We had been recommended to try this Iconic hotel's afternoon tea when we recently visited Hong Kong. It is best to arrive by 3pm we were told to avoid the queues!!. I asked our hotel which was the best time to arrive and they said 2pm is the best time.

We walked from our hotel which was nearby to arrive there by 2pm and there were already people queuing!!. I could not understand why this hotel does not accept any bookings.

One has to walk through the shopping arcade and take one's position in the queue whilst queuing admiring the shop windows perhaps which were adorned with with a variety of gifts, mainly jewellery.

Suddenly an orchestra started a variety of music whilst we waited for our seat at the many tables. However their choice of music could have been better!!. I really enjoy classical music but this was not very entertaining, there was a change of music when they placed a song from Frozen!!.

Eventually after an hour and 45 minutes we were shown to a table for two. This table was half way across the very large open plan tea hall I would call it not really my idea of comfort. The doors were constantly being opened and closed from the other side of the hall with hotel guests arriving with their suitcases !!.
We were offered the menu and quite quickly a lady came to take our order. However when one has queued for such a long time I think at least 10 minutes break should be granted after been offered the menu. I declined to order straight away!!.

We ordered tea for two which included coffee/teas, sandwiches ,scones,jam and cakes. It was served on a silver cake stand. The sandwiches were filled with tuna, very disappointing at least the hotel could have included smoked salmon !!. Also cucumber and ham. Well we were very disappointed all in all. The scones should have come out of the oven a bit sooner and were overcooked.

The variety of cakes were also a bit shameful. I spotted a cake which I though was filled with a fresh strawberry but it was actually a strawberry syrup. All in all the tea was not up to the standard of this Iconic Hotel or anywhere else that we have travelled in the world!!."
723,Date of stay: February 2016,50,The legend,"Undoubtedly, the peninsula hotel is the most luxury hotel in Kowloon side!. What I like about this hotel is about there legendary service, charming lobby and the most beautiful view in HKG! The view here is unmatched! Its high tea is the world renowned. Though their restaurants are very conservative but it's all scrumptious. The guest room is quite modern now. Besides! It's very convenient to go shopping in Kowloon!"
724,Date of stay: November 2016,50,A classic that lives up to its reputation,"The hotel long has had a five-star reputation and it lived up to its billing during our visit. Favorable Kowloon location, excellent rooms, appealing common areas, and The Bar was great fun. White-glove service as well. Expensive, but you know that already before you go there."
725,Date of stay: November 2016,50,The Best Service You Will Ever Receive,"I've always heard that the service at the Peninsula is the best. And I was not let down. This is a fantastic place.

My only complaint is that we could never get reservations in the restaurants, and didn't want to stand in the ridiculously long line for tea. Oh, and for some reason they ruined my cashmere/silk sweater by bleaching it and drying it.

But, we will be back. This place is fantastic."
726,Date of stay: May 2016,50,Old world charm,"This luxury hotel meets all your expectations for a top end place to stay....elegant rooms and restaurants, impeccable service, fabulous food and right in the heart of things on the Koeloon side so easy for business and touring"
727,Date of stay: November 2016,50,Always the best 😉,"There is just something about ""The Pennisular Experience"" great hotel, great food, exceptional service. As a regular guest it is like coming home. I always feel welcome at this hotel. The best hotel ever. Thank you."
728,Date of stay: November 2016,40,Afternoon Tea,"The Peninsula afternoon tea had been on my list for a while and knowing I would be visiting Hong Kong I was really looking forward to going. I went on a Saturday and arrived just after 1pm. The queue wasn't as long as I expected and I was shown to a table shortly after the service started at 2pm

The atmosphere is lovely and the service was friendly and attentive. I found the afternoon tea selection pleasant enough and well put together although perhaps I was expecting something with a bit more wow factor, especially in the desserts. They were all lovely but I just wasn't blown away like I have been with other afternoon teas

It was a nice way to spend an early Saturday afternoon though and I enjoyed the chamomile and orange blossom tea"
729,Date of stay: July 2016,50,A Privilege and a Pleasure,"The Peninsula is simply superb - pure luxury and indulgence. We stayed at the end of our recent visit to Hong Kong and glad we spent the last few nights in a room overlooking Victoria Harbour on the 15th Floor - what a view. They had even put together a special selection of toiletries and a toy for the baby. The bathroom is beautifully decorated with marble, offering a large bath, vanity sinks on either side of the bathroom and built in speakers ! The room is equipped with tablets to control everything from the curtains to the lights from the bed. It is definitely worth experiencing the splendour of the swimming pool with it's giant columns given a grand classical theme and view over Victoria Harbour with a sun terrace for guests."
730,Date of stay: October 2016,50,Very comfortable stay,"Stayed here as part of a weekend staycation. Booked a Deluxe Room and upgraded to a Deluxe Courtyard Room, and ended up on the 6th floor of the original wing, with beautiful views of Victoria Harbour.

The hotel has gone through renovations, and not only just the decor of the rooms. There are now hi-tech electronic panels all over the room which control the lighting, temperature, curtains...etc. These are linked to the three tablets (one on the desk, one on each side of the bed). The tablets offer a host of functionalities - including room service menus and introductions to hotel facilities. One can change the language preference of these panels to a variety of options, and that language change is immediately reflected on all the tablets as well as all the wall panels. That is truly impressive. I haven't seen any system like it anywhere else.

Room service breakfast was scrumptious - both the Chinese and the full Peninsula breakfast. Lunch sandwiches for room service were also delicious. No complaints.

Bathroom was nice in terms of size, with both a shower as well as a full bath tub - along with a TV facing the tub. The toilet was a separate stall outside the bathroom, with its own phone panel built into the wall.

Our room had its own fax machine, as well as a nice Nespresso machine in addition to the minibar and all. Plenty of glassware.

The vanity desk had a motorized mirror with lights which would rise up (and retract) at the push of a button. In addition to the usual hair dryer, the hotel also provided the ladies with a separate dryer for them to place their fingers underneath, to dry nail polish. This is a thoughtful touch I first saw in the Peninsula in Tokyo.

The only criticism I could level at the Peninsula is their environmental policy, or their seemingly lack of one. There was no option for guests to waive the daily changing of bed sheets or towels, as many hotels around the world do. I wish this is something that could be changed.

Otherwise we enjoyed our stay very much. Certainly very luxurious surroundings."
731,Date of stay: August 2016,50,Classic Elegant high-class 5-star Hotel,"Peninsula is one of the best hotels in HK, with a long history of heritage and the classic English-style interior design. Every restaurant inside is great and I tried all of them - Gaddi's, Felix, Chesa, Hotell Lobby lounge, you name it. They never disappoint you with the best service and unique food. The food there is definitely worth the price! For tourists, you should visit HK during Christsmas and check out the lighting decoration of Peninsula. It's definitely the highlighted landmark for the ""X'mas lighting exhibits""!"
732,Date of stay: November 2016,40,As expected!,"We stayed for 3 nights at the Peninsula, and loved it.
But with that price tag there should not be anything to complain about.
Service at check in and check out impeccable. Rooms and bathroom, spacious and very clean, good amenities.
Excellent location, minute to the subway and five mins walk to Star Ferry.
Shopping central.
High tea was a little disappointing....line up of tourists waiting for a seat but I think the tea there is over hyped! Very good buffet breakfast, value for money!
Lovely pool and view. Did not try the spa or restaurants in house."
733,Date of stay: November 2016,50,One of the World's Finest Hotels,"From the moment we deplaned, the excellent service began. The Peninsula sent someone to meet us and take our bags to our driver and one of their Rolls Royces for transfer to the hotel. After a very long flight, we were able to check in at 6 am! Our room on the 25th floor was incredible. We had lunch in the lobby, which is positively magical, with the delightful orchestra playing light classics from the balcony. We also had dinner at Felix and the classic Gaddi's. The concierge staff was incredibly helpful and knowledgeable. The breakfast buffet has the most international selection I've ever seen.
All in all, one of the best hotel experiences I have ever had. Highly recommended."
734,Date of stay: November 2016,50,Great Experience !,"We enjoyed everylittle bit of it and have been impressed by the high standard, the friendliness and wonderful service nd quality of food ! Breakfast on the 1st floor was outstanding and delicious. Thanks for your hospitality and all the best ! M. & F."
735,Date of stay: October 2016,50,"Outstanding service, wonderful pool and spa, welcoming ambiance","One of the few hotels I've stayed in that guaranteed connecting rooms, which is great for families. We arrived late and they accompanied us to our rooms and sped us through check-in.

We stayed in the new building. Loved the in-room power converters and chargers located on desks and nightstands. Room service was good, prompt, easy.

The service staff are exceptional and take their jobs seriously. The pool attendants monitored my kids swimming, which is nice. Lobby bar was the only place where service wasn't top-notch.

Breakfast buffet and high-tea all met expectations for a five-star hotel. No waiting or bad experiences."
736,Date of stay: November 2016,50,They say it sets luxury standards since decades : they are true,"When I arrived on a Sunday afternoon I thought I made a mistake : the hotel was very crowded. People taking pictures, waiting in line for the tea time. It was a tourist place not a hotel.
However passed the lobby, when you get to the front desk you feel like everything changed : calm, great staff, very kind people. A very nice men escorted us to two different rooms to chose from : a superior suite and a grand deluxe harbour view.
We were only two and we felt in love with the harbor view.
The room was luxury by itself. Everything was perfect and they even added a birthday cake for my wife's birthday.
Breakfast was among the best breakfast we have seen.
Pool with a view (same as the room) was very nice. Great tea time though not as we expected. Impeccable service.
A great hotel in a great city (being in Kowloon instead of Hong Kong was a real plus for us (not a mall hotel or a hotel in a very crowded area) and still 10-15 min away from the very center of Hong Kong."
737,Date of stay: November 2016,50,Classic Hotel,"We spent 3 nights in this hotel while visiting Hong Kong and were very happy with our stay. The hotel is a classic with modern updates but retains its historic feeling. The location is very convenient to all of the major attractions. The room was very comfortable and the iPad based system to control the temperature, lights, TV etc was great. The breakfast was fantastic as was the high tea we had. There is a nice bar with a fantastic view of the bay in top of the hotel
We will stay here again the next time we are in town"
738,Date of stay: November 2016,50,luxury and excellence,"Grand Harbour view suite room 2009 stay 31/10/16
incredible hotel, didn't want to stay on hong kong island this location is truly superb star ferry 5 mins walk and metro stations everywhere, the view across the harbour at night is stunning the hotel is pure luxury the staff attentive and kind I loved this hotel it seeped history with modern technology
top tip go to the pool and have lunch
only downside tourists flock to it so getting high tea was a bit of a await but this hotel shines
worth the money
I have been a loyal customer with peninsula in the far east and I will remain"
739,Date of stay: October 2016,30,Surprisingly very disappointing,"This being my first time staying at The Peninsula, it will also be my last. For all the hype, recognition and accolades this property gets, it's been a serious letdown.

Pros:
1. Historic hotel with lots of buzz.
2. Great location.
3. Excellent service (not all, see below).

Cons:
1. Specified non smoking room. I got a smoking room. Told them to change my room but could hear grumblings with front desk staff.
2. Certain manager/supervisor staff were very rude. Lobby managers sneered at me for wearing shorts. It's a hundred degrees in HK. Once they found out I'm a guest at the hotel their expressions changed. Keep it consistent boys.
3. Rooms starting age (especially the bathrooms).
4. Not worth the ""service"" they're renowned for. I've had better for a quarter the cost to stay here.

Live and learn. Never again."
740,Date of stay: December 2015,50,just wow,"One of the best hotels we've ever been to. Service was impeccable, the rooms were clean and well designed, and the hotel is in a great location in Kowloon.We loved the indoor pool and the service there. Great breakfast location with Central and Wanchai in full view. The staff was exception with every little detail.The rooms are a technological marvels, every thing is controlled by an I-pad next to each side of the bed, plus wall touch pads. Service is unbelievable"
741,Date of stay: March 2016,50,"In a Class of Its Own, Absolutely the Best","The Peninsula in Hong Kong has no equal. From the moment you are met at the airport, to the phenomenal service, amenities, rooms, tour guides, restaurants, to the time you are returned to the airport, the experience is like none other. WOW !!! We celebrated our 40th wedding anniversary at the Peninsula, where we felt like royalty. Words cannot properly describe how truly incredible our experience was. Should be on everyone's bucket list."
742,Date of stay: October 2016,20,"pretty lobby and public area, room is very average, spa sucks","pretty outlook but is it really how it seems to be?

pros:
+the lobby, restaurants and malls were all very pretty, fancy and clean.
+the room service and servers were all very helpful and friendly. :)
+nice view from the window
+good location if you are in hk for shopping

cons:
-with that price tag, i seriously expected something better.
-frankly the room we booked were just alright, nothing impressive or bad enough to complain.
-but the spa oh my god the product they used wasnt moisturizing at all
-and both our massagist, even tho their attutide was kind but their technique and skills were horrible. ( we didnt even pick the cheapest ones)
-they close ALL the public toilets IN ALL FLOORS during midnights, so if your partners using the toilet thers nothing you can do..ive never had this experience from all the hotels ive been to its quite unacceptable to me :/

i would recommend sticking to the restaurants and not the room, and please stay away from the spa."
743,Date of stay: March 2016,50,Brilliant,"One of the best hotels we've ever been to. Service was impeccable, the rooms were clean and well designed, and the hotel is in a great location in Kowloon. Our boys had welcome kits available for them, with the Peninsula teddy bears, a picture book, and robes included. The first night they gave them juice too, while there was green tea for the adults. The automated smart home system was easy to use.

Plus, if you booked a suite they check you in in your room! Which is so SO appreciated after a 12 hour flight. First five star hotel we've been to that does this and it made its way on our favorites list for that reason alone.

If you're a fan of walking, we recommend the Kowloon area. Hong Kong is fun, make the most of your stay!

ps. We stayed here March 2014."
744,Date of stay: October 2016,50,Amazing as Always ! !,"This was our second trip to Hong Kong this year and we specifically went to stay at The Peninsula. It can be a little pricey but is well worth it. If you can't stay your whole visit, at least try a night or two. The rooms are a technological marvels, every thing is controlled by an I-pad next to each side of the bed, plus wall touch pads. Service is unbelievable, my wife asked for an iron and ironing board and it was delivered within seconds and when the person brought them in, asked what it was my wife wanted her to iron. We were even invited to the first ""Movie under the Stars"" on the roof of the hotel, complete with food and drinks. Amazing! The Star Ferry terminal is just down the street, an easy walk and the ride over to Hong Kong island is only a few minutes. Subway station is right out the back door. Don't be put of that it's across the harbor in Kowloon. Amazing hotel, will always return."
745,Date of stay: October 2016,50,Best place to stay in Hong Kong,"We recently visited Hong Kong are were even stuck at the hotel for a full day due to typhoon Haima. The hotel has outstanding facilities, the lobby by itself is very impressive, the room was beautiful and large and the views excellent. Service and attention to every detail, including food is top notch. They even managed to made being unable to go anywhere due to the typhoon a pleasurable experience.
Maybe the only parts I would suggest to improve would be their restaurant Felix and maybe adding another bar or expending ones they have.
Felix was too expensive for what they offer. Both, food and service were spotty at best. Some parts of the menu were excellent and others pretty bland. Also service was very slow, they confused our orders and we needed to order drinks and bread several times before we got them."
746,Date of stay: October 2016,50,Every last detail,I arrived before the normal check-in time and obviously the room wasn't ready. However they did process the checkin and reassured me that I will have priority in getting a room cleaned and be available as soon as possible. They were true to their word and surprisingly I was even given an upgraded to a room facing the Hong Kong side. The room itself was fantastic quality and it was thought out to the last detail. To me this hotel is more tailored to the people who only accepts the very best. I loved the valet box so you don't even need to open the door for small deliveries. Since I had kids in my booking they even left some sweets for my kid and robe to fit them. We used the pool and it had fantastic views of the habour. The beer took a while as I ordered some food and would have expected them to bring this separately. However the drink was brought out with the food which made the beer abit flat. Unfortunately it was only a short visit to attend a wedding so I didn't get a chance to try out their restaurants but I am sure it would be good. I would definitely come back and recommend this hotel to anyone who is coming to Hong Kong. Obviously there are cheaper hotels but nothing compares to the quality and attention to detail.
747,Date of stay: October 2016,50,Pen-nies worth,"Stayed at The Peninsula for three full days on our way to the Philippines. From we arrived late in the evening to our departure, we were spoiled in any possible way. Big habour view room with a huge bed, large bathroom and nicely decorated. The pool area is fabulous - outside sunbeds and a large indoor pool. Fitnessroom is well equiped and all types of work-out is possible. In terms of dining - the Felix and the Spring garden are recommendable. We had both lunch and dinner at the traditionalle Chineese Spring garden. All in all three lovely days and I would recommend this place to anyone."
748,Date of stay: October 2016,50,Superb,"You know when you stay at the Peninsula that there is nothing to complain about. It is pure luxury. Superb service. Stayed here 8 years ago was wonderful then so even nicer now. We were upgraded to a Harbour deluxe room. Stunning view even though in the middle of a mild typhoon. The room, bathroom amenities are flawless. My only complaint is I could have stayed longer. Breakfast was included. No complaint there. If one can it's worth every penny spent. Highly recommend it"
749,Date of stay: October 2016,50,High Tea,"I went to the Peninsula for high tea at 5:00 and it was an experience I'll never forget. The tea is served in the lobby and as I was alone, it was a great opportunity for people watching as I enjoyed delicious morsels-- tender beef on a soft roll, salmon roe in an edible crust/cup, dainty cucumber tea sandwiches and the best scones that I have ever tasted. There were many varieties of tea to choose from and I love my Moroccan herbal mint tea."
750,Date of stay: September 2016,50,DETAILS DETAILS DETAILS,"This place does it all right down to the very last detail! I recently was on vacation with my boyfriend at the beginning of September. My favorite part of the trip was staying at this beautiful hotel! The service is exceptional and so accommodating. The room was well thought out and equipped with all needs. Blow dryer plugged into the drawer, espresso machine that you do not need to add water... very convenient!!!

A must do is the English afternoon tea in the lobby! But be sure you are dressed to impress :)"
751,Date of stay: October 2016,50,"Excellent hotel, excellent service","High end hotel well situated in Hong-Kong Kowloon. The rooms are very well equipped. A few good restaurants and bars are available in the hotel, as well as a luxury commercial gallery.
Good spa.
Very nice view from the top of the building.
The service is perfect, very professional with high attention to details.
Only (little) issue: the building is huge and complicated, so you get lost very often."
752,Date of stay: October 2016,50,Amazing place to stay,"We stayed at the Peninsula Bankok last year and met a family who told us we must stay at the Pen if we went to Hong Kong - we can see why !! We arrived very early after a flight from London and the staff did everything they could to get our room ready early so we could settle in. The view from our room on the 22nd floor was stunning and the room was spacious with every luxury. We ate breakfast and dinner in the Verandah restaurant with a wonderful choice of food every time. We had a very minor problem with a window blind but a call to reception had this fixed within 15 minutes! Excellent service. This ""Grand Old Lady"" of HK can only be described as opulent. We were made to feel very at home and were greeted by name every day."
753,Date of stay: October 2016,50,The peninsula Hong Kong- recommended,"A friend and I had a stop off in Hong Kong for a couple of days on the way back from Europe and wanted to spoil ourselves for the last couple of nights of travel. The peninsula provided that experience. Excellent room, recently refurbished. Lots of space with a lobby entry for suitcases and a spacious bathroom, separate toilet. Excellent staff. Indeed a 5 star experience. The only area of improvement I can think of is some seating in the lobby- it is all restaurant with nowhere to sit and wait for friends."
